round,days,min_position,phase2_sell_min_delta,phase2_buy_min_delta,final_pnl
1,"-2,-1,0",74,7,4,244388.0
1,"-2,-1,0",73,7,4,243631.0
1,"-2,-1,0",75,7,4,245031.0
1,"-2,-1,0",76,7,4,244821.0
1,"-2,-1,0",77,7,4,244065.0
1,"-2,-1,0",78,7,4,242779.0
1,"-2,-1,0",80,7,4,239529.0
1,"-2,-1,0",79,7,4,241154.0
1,"-2,-1,0",65,0,5,233472.0
1,"-2,-1,0",66,0,5,235327.0
1,"-2,-1,0",67,0,5,236799.0
1,"-2,-1,0",68,0,5,238427.0
1,"-2,-1,0",69,0,5,239671.0
1,"-2,-1,0",70,0,5,240794.0
1,"-2,-1,0",71,0,5,242229.0
1,"-2,-1,0",72,0,5,243547.0
1,"-2,-1,0",73,0,5,244656.0
1,"-2,-1,0",74,0,5,245226.0
1,"-2,-1,0",75,0,5,245817.0
1,"-2,-1,0",76,0,5,245613.0
1,"-2,-1,0",77,0,5,244857.0
1,"-2,-1,0",79,0,5,241331.0
1,"-2,-1,0",78,0,5,243133.0
1,"-2,-1,0",80,0,5,239529.0
1,"-2,-1,0",65,1,5,233472.0
1,"-2,-1,0",66,1,5,235327.0
1,"-2,-1,0",67,1,5,236799.0
1,"-2,-1,0",68,1,5,238427.0
1,"-2,-1,0",69,1,5,239671.0
1,"-2,-1,0",70,1,5,240794.0
1,"-2,-1,0",72,1,5,243547.0
1,"-2,-1,0",71,1,5,242229.0
1,"-2,-1,0",73,1,5,244656.0
1,"-2,-1,0",74,1,5,245226.0
1,"-2,-1,0",75,1,5,245817.0
1,"-2,-1,0",76,1,5,245613.0
1,"-2,-1,0",77,1,5,244857.0
1,"-2,-1,0",78,1,5,243133.0
1,"-2,-1,0",80,1,5,239529.0
1,"-2,-1,0",79,1,5,241331.0
1,"-2,-1,0",65,2,5,233518.0
1,"-2,-1,0",66,2,5,235387.0
1,"-2,-1,0",67,2,5,236865.0
1,"-2,-1,0",68,2,5,238493.0
1,"-2,-1,0",69,2,5,239708.0
1,"-2,-1,0",71,2,5,242275.0
1,"-2,-1,0",70,2,5,240853.0
1,"-2,-1,0",72,2,5,243580.0
1,"-2,-1,0",74,2,5,245251.0
1,"-2,-1,0",73,2,5,244689.0
1,"-2,-1,0",75,2,5,245830.0
1,"-2,-1,0",76,2,5,245613.0
1,"-2,-1,0",77,2,5,244851.0
1,"-2,-1,0",78,2,5,243129.0
1,"-2,-1,0",79,2,5,241329.0
1,"-2,-1,0",80,2,5,239529.0
1,"-2,-1,0",65,3,5,233567.0
1,"-2,-1,0",66,3,5,235434.0
1,"-2,-1,0",67,3,5,236877.0
1,"-2,-1,0",68,3,5,238532.0
1,"-2,-1,0",69,3,5,239742.0
1,"-2,-1,0",70,3,5,240882.0
1,"-2,-1,0",71,3,5,242299.0
1,"-2,-1,0",72,3,5,243614.0
1,"-2,-1,0",74,3,5,245271.0
1,"-2,-1,0",73,3,5,244709.0
1,"-2,-1,0",75,3,5,245835.0
1,"-2,-1,0",76,3,5,245617.0
1,"-2,-1,0",77,3,5,244854.0
1,"-2,-1,0",78,3,5,243131.0
1,"-2,-1,0",79,3,5,241330.0
1,"-2,-1,0",80,3,5,239529.0
1,"-2,-1,0",66,4,5,235434.0
1,"-2,-1,0",65,4,5,233567.0
1,"-2,-1,0",68,4,5,238532.0
1,"-2,-1,0",67,4,5,236877.0
1,"-2,-1,0",69,4,5,239742.0
1,"-2,-1,0",70,4,5,240882.0
1,"-2,-1,0",71,4,5,242299.0
1,"-2,-1,0",72,4,5,243614.0
1,"-2,-1,0",74,4,5,245271.0
1,"-2,-1,0",73,4,5,244709.0
1,"-2,-1,0",75,4,5,245835.0
1,"-2,-1,0",76,4,5,245617.0
1,"-2,-1,0",77,4,5,244854.0
1,"-2,-1,0",78,4,5,243131.0
1,"-2,-1,0",79,4,5,241330.0
1,"-2,-1,0",80,4,5,239529.0
1,"-2,-1,0",66,5,5,235434.0
1,"-2,-1,0",65,5,5,233567.0
1,"-2,-1,0",67,5,5,236877.0
1,"-2,-1,0",68,5,5,238532.0
1,"-2,-1,0",69,5,5,239742.0
1,"-2,-1,0",70,5,5,240882.0
1,"-2,-1,0",71,5,5,242299.0
1,"-2,-1,0",72,5,5,243614.0
1,"-2,-1,0",73,5,5,244709.0
1,"-2,-1,0",74,5,5,245271.0
1,"-2,-1,0",76,5,5,245617.0
1,"-2,-1,0",75,5,5,245835.0
1,"-2,-1,0",77,5,5,244854.0
1,"-2,-1,0",78,5,5,243131.0
1,"-2,-1,0",79,5,5,241330.0
1,"-2,-1,0",80,5,5,239529.0
1,"-2,-1,0",66,6,5,235945.0
1,"-2,-1,0",65,6,5,234026.0
1,"-2,-1,0",67,6,5,237163.0
1,"-2,-1,0",68,6,5,238650.0
1,"-2,-1,0",69,6,5,239764.0
1,"-2,-1,0",70,6,5,240792.0
1,"-2,-1,0",71,6,5,242103.0
1,"-2,-1,0",72,6,5,243270.0
1,"-2,-1,0",74,6,5,244755.0
1,"-2,-1,0",73,6,5,244221.0
1,"-2,-1,0",75,6,5,245271.0
1,"-2,-1,0",76,6,5,245168.0
1,"-2,-1,0",77,6,5,244425.0
1,"-2,-1,0",78,6,5,242863.0
1,"-2,-1,0",79,6,5,241196.0
1,"-2,-1,0",80,6,5,239529.0
1,"-2,-1,0",65,7,5,234507.0
1,"-2,-1,0",66,7,5,236517.0
1,"-2,-1,0",67,7,5,237559.0
1,"-2,-1,0",68,7,5,238585.0
1,"-2,-1,0",69,7,5,239500.0
1,"-2,-1,0",70,7,5,240162.0
1,"-2,-1,0",71,7,5,241397.0
1,"-2,-1,0",72,7,5,242002.0
1,"-2,-1,0",73,7,5,243009.0
1,"-2,-1,0",74,7,5,243687.0
1,"-2,-1,0",75,7,5,244354.0
1,"-2,-1,0",76,7,5,244313.0
1,"-2,-1,0",77,7,5,243615.0
1,"-2,-1,0",78,7,5,242379.0
1,"-2,-1,0",79,7,5,240954.0
1,"-2,-1,0",80,7,5,239529.0
1,"-2,-1,0",65,0,6,230411.0
1,"-2,-1,0",66,0,6,232170.0
1,"-2,-1,0",67,0,6,233895.0
1,"-2,-1,0",68,0,6,235416.0
1,"-2,-1,0",69,0,6,237008.0
1,"-2,-1,0",70,0,6,238412.0
1,"-2,-1,0",71,0,6,239763.0
1,"-2,-1,0",72,0,6,241170.0
1,"-2,-1,0",73,0,6,242146.0
1,"-2,-1,0",74,0,6,242721.0
1,"-2,-1,0",76,0,6,243292.0
1,"-2,-1,0",75,0,6,243271.0
1,"-2,-1,0",77,0,6,242943.0
1,"-2,-1,0",78,0,6,241771.0
1,"-2,-1,0",79,0,6,240650.0
1,"-2,-1,0",80,0,6,239529.0
1,"-2,-1,0",65,1,6,230411.0
1,"-2,-1,0",67,1,6,233895.0
1,"-2,-1,0",66,1,6,232170.0
1,"-2,-1,0",69,1,6,237008.0
1,"-2,-1,0",68,1,6,235416.0
1,"-2,-1,0",70,1,6,238412.0
1,"-2,-1,0",71,1,6,239763.0
1,"-2,-1,0",72,1,6,241170.0
1,"-2,-1,0",73,1,6,242146.0
1,"-2,-1,0",75,1,6,243271.0
1,"-2,-1,0",74,1,6,242721.0
1,"-2,-1,0",76,1,6,243292.0
1,"-2,-1,0",77,1,6,242943.0
1,"-2,-1,0",78,1,6,241771.0
1,"-2,-1,0",79,1,6,240650.0
1,"-2,-1,0",80,1,6,239529.0
1,"-2,-1,0",65,2,6,230469.0
1,"-2,-1,0",66,2,6,232217.0
1,"-2,-1,0",67,2,6,233936.0
1,"-2,-1,0",69,2,6,237020.0
1,"-2,-1,0",68,2,6,235457.0
1,"-2,-1,0",70,2,6,238446.0
1,"-2,-1,0",71,2,6,239784.0
1,"-2,-1,0",72,2,6,241178.0
1,"-2,-1,0",73,2,6,242154.0
1,"-2,-1,0",74,2,6,242721.0
1,"-2,-1,0",75,2,6,243259.0
1,"-2,-1,0",76,2,6,243272.0
1,"-2,-1,0",77,2,6,242922.0
1,"-2,-1,0",78,2,6,241757.0
1,"-2,-1,0",79,2,6,240643.0
1,"-2,-1,0",80,2,6,239529.0
1,"-2,-1,0",65,3,6,230522.0
1,"-2,-1,0",66,3,6,232268.0
1,"-2,-1,0",67,3,6,233953.0
1,"-2,-1,0",69,3,6,237061.0
1,"-2,-1,0",68,3,6,235502.0
1,"-2,-1,0",70,3,6,238482.0
1,"-2,-1,0",71,3,6,239815.0
1,"-2,-1,0",72,3,6,241218.0
1,"-2,-1,0",75,3,6,243285.0
1,"-2,-1,0",73,3,6,242180.0
1,"-2,-1,0",74,3,6,242747.0
1,"-2,-1,0",77,3,6,242934.0
1,"-2,-1,0",76,3,6,243291.0
1,"-2,-1,0",78,3,6,241765.0
1,"-2,-1,0",79,3,6,240647.0
1,"-2,-1,0",80,3,6,239529.0
1,"-2,-1,0",66,4,6,232268.0
1,"-2,-1,0",65,4,6,230522.0
1,"-2,-1,0",67,4,6,233953.0
1,"-2,-1,0",69,4,6,237061.0
1,"-2,-1,0",68,4,6,235502.0
1,"-2,-1,0",70,4,6,238482.0
1,"-2,-1,0",71,4,6,239815.0
1,"-2,-1,0",72,4,6,241218.0
1,"-2,-1,0",75,4,6,243285.0
1,"-2,-1,0",74,4,6,242747.0
1,"-2,-1,0",73,4,6,242180.0
1,"-2,-1,0",76,4,6,243291.0
1,"-2,-1,0",77,4,6,242934.0
1,"-2,-1,0",78,4,6,241765.0
1,"-2,-1,0",79,4,6,240647.0
1,"-2,-1,0",80,4,6,239529.0
1,"-2,-1,0",65,5,6,230522.0
1,"-2,-1,0",66,5,6,232268.0
1,"-2,-1,0",67,5,6,233953.0
1,"-2,-1,0",68,5,6,235502.0
1,"-2,-1,0",70,5,6,238482.0
1,"-2,-1,0",69,5,6,237061.0
1,"-2,-1,0",71,5,6,239815.0
1,"-2,-1,0",72,5,6,241218.0
1,"-2,-1,0",73,5,6,242180.0
1,"-2,-1,0",74,5,6,242747.0
1,"-2,-1,0",75,5,6,243285.0
1,"-2,-1,0",76,5,6,243291.0
1,"-2,-1,0",78,5,6,241765.0
1,"-2,-1,0",77,5,6,242934.0
1,"-2,-1,0",80,5,6,239529.0
1,"-2,-1,0",79,5,6,240647.0
1,"-2,-1,0",65,6,6,231248.0
1,"-2,-1,0",66,6,6,232849.0
1,"-2,-1,0",67,6,6,234357.0
1,"-2,-1,0",70,6,6,238513.0
1,"-2,-1,0",69,6,6,237189.0
1,"-2,-1,0",68,6,6,235759.0
1,"-2,-1,0",71,6,6,239721.0
1,"-2,-1,0",72,6,6,240991.0
1,"-2,-1,0",73,6,6,241880.0
1,"-2,-1,0",74,6,6,242375.0
1,"-2,-1,0",75,6,6,242837.0
1,"-2,-1,0",77,6,6,242535.0
1,"-2,-1,0",78,6,6,241517.0
1,"-2,-1,0",76,6,6,242873.0
1,"-2,-1,0",80,6,6,239529.0
1,"-2,-1,0",79,6,6,240523.0
1,"-2,-1,0",65,7,6,232588.0
1,"-2,-1,0",66,7,6,233993.0
1,"-2,-1,0",67,7,6,235152.0
1,"-2,-1,0",68,7,6,236309.0
1,"-2,-1,0",69,7,6,237442.0
1,"-2,-1,0",70,7,6,238452.0
1,"-2,-1,0",71,7,6,239686.0
1,"-2,-1,0",72,7,6,240568.0
1,"-2,-1,0",73,7,6,241562.0
1,"-2,-1,0",75,7,6,242457.0
1,"-2,-1,0",74,7,6,242084.0
1,"-2,-1,0",76,7,6,242468.0
1,"-2,-1,0",77,7,6,242190.0
1,"-2,-1,0",78,7,6,241319.0
1,"-2,-1,0",79,7,6,240424.0
1,"-2,-1,0",80,7,6,239529.0
1,"-2,-1,0",65,0,7,229650.0
1,"-2,-1,0",66,0,7,231422.0
1,"-2,-1,0",67,0,7,233162.0
1,"-2,-1,0",68,0,7,234726.0
1,"-2,-1,0",70,0,7,237777.0
1,"-2,-1,0",69,0,7,236263.0
1,"-2,-1,0",72,0,7,240375.0
1,"-2,-1,0",71,0,7,238993.0
1,"-2,-1,0",73,0,7,241360.0
1,"-2,-1,0",75,0,7,242413.0
1,"-2,-1,0",74,0,7,242051.0
1,"-2,-1,0",76,0,7,242517.0
1,"-2,-1,0",77,0,7,242364.0
1,"-2,-1,0",78,0,7,241361.0
1,"-2,-1,0",80,0,7,239529.0
1,"-2,-1,0",79,0,7,240445.0
1,"-2,-1,0",65,1,7,229650.0
1,"-2,-1,0",68,1,7,234726.0
1,"-2,-1,0",67,1,7,233162.0
1,"-2,-1,0",66,1,7,231422.0
1,"-2,-1,0",69,1,7,236263.0
1,"-2,-1,0",70,1,7,237777.0
1,"-2,-1,0",71,1,7,238993.0
1,"-2,-1,0",72,1,7,240375.0
1,"-2,-1,0",73,1,7,241360.0
1,"-2,-1,0",74,1,7,242051.0
1,"-2,-1,0",76,1,7,242517.0
1,"-2,-1,0",75,1,7,242413.0
1,"-2,-1,0",77,1,7,242364.0
1,"-2,-1,0",78,1,7,241361.0
1,"-2,-1,0",80,1,7,239529.0
1,"-2,-1,0",79,1,7,240445.0
1,"-2,-1,0",65,2,7,229708.0
1,"-2,-1,0",66,2,7,231469.0
1,"-2,-1,0",67,2,7,233203.0
1,"-2,-1,0",68,2,7,234767.0
1,"-2,-1,0",69,2,7,236275.0
1,"-2,-1,0",70,2,7,237811.0
1,"-2,-1,0",71,2,7,239014.0
1,"-2,-1,0",72,2,7,240383.0
1,"-2,-1,0",73,2,7,241368.0
1,"-2,-1,0",74,2,7,242051.0
1,"-2,-1,0",75,2,7,242401.0
1,"-2,-1,0",76,2,7,242497.0
1,"-2,-1,0",77,2,7,242343.0
1,"-2,-1,0",78,2,7,241347.0
1,"-2,-1,0",80,2,7,239529.0
1,"-2,-1,0",79,2,7,240438.0
1,"-2,-1,0",65,3,7,229761.0
1,"-2,-1,0",68,3,7,234812.0
1,"-2,-1,0",67,3,7,233220.0
1,"-2,-1,0",66,3,7,231520.0
1,"-2,-1,0",69,3,7,236316.0
1,"-2,-1,0",70,3,7,237847.0
1,"-2,-1,0",72,3,7,240423.0
1,"-2,-1,0",71,3,7,239045.0
1,"-2,-1,0",73,3,7,241394.0
1,"-2,-1,0",74,3,7,242077.0
1,"-2,-1,0",75,3,7,242427.0
1,"-2,-1,0",77,3,7,242355.0
1,"-2,-1,0",78,3,7,241355.0
1,"-2,-1,0",76,3,7,242516.0
1,"-2,-1,0",80,3,7,239529.0
1,"-2,-1,0",79,3,7,240442.0
1,"-2,-1,0",65,4,7,229761.0
1,"-2,-1,0",66,4,7,231520.0
1,"-2,-1,0",67,4,7,233220.0
1,"-2,-1,0",68,4,7,234812.0
1,"-2,-1,0",69,4,7,236316.0
1,"-2,-1,0",70,4,7,237847.0
1,"-2,-1,0",71,4,7,239045.0
1,"-2,-1,0",72,4,7,240423.0
1,"-2,-1,0",73,4,7,241394.0
1,"-2,-1,0",74,4,7,242077.0
1,"-2,-1,0",75,4,7,242427.0
1,"-2,-1,0",76,4,7,242516.0
1,"-2,-1,0",78,4,7,241355.0
1,"-2,-1,0",77,4,7,242355.0
1,"-2,-1,0",80,4,7,239529.0
1,"-2,-1,0",79,4,7,240442.0
1,"-2,-1,0",65,5,7,229761.0
1,"-2,-1,0",66,5,7,231520.0
1,"-2,-1,0",67,5,7,233220.0
1,"-2,-1,0",68,5,7,234812.0
1,"-2,-1,0",69,5,7,236316.0
1,"-2,-1,0",70,5,7,237847.0
1,"-2,-1,0",71,5,7,239045.0
1,"-2,-1,0",72,5,7,240423.0
1,"-2,-1,0",73,5,7,241394.0
1,"-2,-1,0",74,5,7,242077.0
1,"-2,-1,0",75,5,7,242427.0
1,"-2,-1,0",76,5,7,242516.0
1,"-2,-1,0",78,5,7,241355.0
1,"-2,-1,0",77,5,7,242355.0
1,"-2,-1,0",80,5,7,239529.0
1,"-2,-1,0",79,5,7,240442.0
1,"-2,-1,0",65,6,7,230553.0
1,"-2,-1,0",66,6,7,232101.0
1,"-2,-1,0",67,6,7,233624.0
1,"-2,-1,0",68,6,7,235069.0
1,"-2,-1,0",69,6,7,236486.0
1,"-2,-1,0",70,6,7,237872.0
1,"-2,-1,0",71,6,7,238951.0
1,"-2,-1,0",72,6,7,240196.0
1,"-2,-1,0",73,6,7,241094.0
1,"-2,-1,0",74,6,7,241705.0
1,"-2,-1,0",75,6,7,242015.0
1,"-2,-1,0",76,6,7,242134.0
1,"-2,-1,0",77,6,7,241992.0
1,"-2,-1,0",78,6,7,241131.0
1,"-2,-1,0",79,6,7,240330.0
1,"-2,-1,0",80,6,7,239529.0
1,"-2,-1,0",65,7,7,232070.0
1,"-2,-1,0",66,7,7,233363.0
1,"-2,-1,0",67,7,7,234552.0
1,"-2,-1,0",68,7,7,235708.0
1,"-2,-1,0",69,7,7,236795.0
1,"-2,-1,0",70,7,7,237859.0
1,"-2,-1,0",71,7,7,238807.0
1,"-2,-1,0",72,7,7,239776.0
1,"-2,-1,0",74,7,7,241416.0
1,"-2,-1,0",73,7,7,240745.0
1,"-2,-1,0",75,7,7,241648.0
1,"-2,-1,0",76,7,7,241722.0
1,"-2,-1,0",77,7,7,241668.0
1,"-2,-1,0",78,7,7,240931.0
1,"-2,-1,0",79,7,7,240230.0
1,"-2,-1,0",80,7,7,239529.0
